"timestamp","experiment_id","source","category","hypothesis","controlled_prompt_id","full_prompt","model","all_params_json","pre_cost","actual_charge","balance_before","balance_after","job_id","status","failure_class","failure_reason","render_seconds","result_url","local_file","dimensions","duration_seconds","rights","ai_disclosure","human_evaluation","verdict","next_variable"
"2026-08-13T18:37:27.418027Z","OBS-0524d1fb","shared_account_completed_job_recovered_by_this_line","product_text_free_scene","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-VIDEO-PAPER-V1","Vertical framing. Overhead shot of a plain wooden desk. Three sheets of paper slide in and settle one by one, then merge and compress into a single clean card. Warm cream and deep navy palette, paper grain, natural soft light, no text, no letters, no numbers anywhere.","kling3_0","{""aspect_ratio"":""9:16"",""cfg_scale"":0.5,""duration"":5,""enhance_prompt"":false,""height"":1920,""kling_element_ids"":[],""kling_elements"":[],""medias"":[],""mode"":""pro"",""multi_prompt"":[],""multi_shot_mode"":""custom"",""multi_shots"":false,""prompt"":""Vertical framing. Overhead shot of a plain wooden desk. Three sheets of paper slide in and settle one by one, then merge and compress into a single clean card. Warm cream and deep navy palette, paper grain, natural soft light, no text, no letters, no numbers anywhere."",""reference_elements"":[],""sound"":""off"",""width"":1080}","8.75","8.75","","","0524d1fb-3077-4069-8119-34fda19d8a95","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183727_0524d1fb-3077-4069-8119-34fda19d8a95.mp4","media/0524d1fb-3077-4069-8119-34fda19d8a95.mp4","1080x1920","5.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:37:09.346776Z","OBS-194d3400","shared_account_completed_job_recovered_by_this_line","action_or_object_motion","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","ARCHIVE-SAFE-V1","Rights-clean original with two fictional anonymous 30-year-old Korean male friends, no resemblance to real people. Vertical 9:16, eight-second silent micro-story. Camera viewpoint: intimate third-person at eye level throughout. Visual treatment: realistic editorial drama, natural skin texture, muted rainy-day color, restrained acting. [0-2s HOOK] Macro close-up as a plain car key lands in an open palm; the receiving friend closes his fingers around it a beat too quickly. [2-5s] The owner gives a trusting nod while the friend drives the unbranded compact car away; the owner remains under the apartment awning. [5-8s] Days later, three red-stamped blank violation envelopes spill from the mailbox into the owner's hands; he looks toward the empty parking space and his smile disappears. Physically plausible motion, no readable text, no logos, no license plate detail, no subtitles, no captions, no watermark.","kling3_0","{""aspect_ratio"":""9:16"",""cfg_scale"":0.5,""duration"":8,""enhance_prompt"":false,""height"":1280,""kling_element_ids"":[],""kling_elements"":[],""medias"":[],""mode"":""std"",""multi_prompt"":[],""multi_shot_mode"":""custom"",""multi_shots"":false,""prompt"":""Rights-clean original with two fictional anonymous 30-year-old Korean male friends, no resemblance to real people. Vertical 9:16, eight-second silent micro-story. Camera viewpoint: intimate third-person at eye level throughout. Visual treatment: realistic editorial drama, natural skin texture, muted rainy-day color, restrained acting. [0-2s HOOK] Macro close-up as a plain car key lands in an open palm; the receiving friend closes his fingers around it a beat too quickly. [2-5s] The owner gives a trusting nod while the friend drives the unbranded compact car away; the owner remains under the apartment awning. [5-8s] Days later, three red-stamped blank violation envelopes spill from the mailbox into the owner's hands; he looks toward the empty parking space and his smile disappears. Physically plausible motion, no readable text, no logos, no license plate detail, no subtitles, no captions, no watermark."",""reference_elements"":[],""sound"":""off"",""width"":720}","12","12","","","194d3400-138f-4d01-997a-97044a164862","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183709_194d3400-138f-4d01-997a-97044a164862.mp4","media/194d3400-138f-4d01-997a-97044a164862.mp4","720x1280","8.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:36:26.594659Z","OBS-293acee9","shared_account_completed_job_recovered_by_this_line","action_or_object_motion","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-VIDEO-BUTTON-V1","Vertical framing. Close insert of a single human hand reaching toward a large glossy red button on a dark panel, the fingertip stopping abruptly one centimeter short and hovering, tension held. No face visible, no text, no letters, no numbers anywhere.","seedance_2_0","{""aspect_ratio"":""9:16"",""bitrate_mode"":""standard"",""duration"":5,""generate_audio"":true,""genre"":""auto"",""height"":1280,""medias"":[],""mode"":""std"",""model"":""seedance_2_0"",""multi_prompt"":[],""multi_shot_mode"":""custom"",""multi_shots"":false,""prompt"":""Vertical framing. Close insert of a single human hand reaching toward a large glossy red button on a dark panel, the fingertip stopping abruptly one centimeter short and hovering, tension held. No face visible, no text, no letters, no numbers anywhere."",""prompt_language"":""en"",""reference_elements"":[],""resolution"":""720p"",""speedramp"":""auto"",""width"":720}","22.5","22.5","","","293acee9-23b9-4869-bc4d-67e845ef59b7","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183626_293acee9-23b9-4869-bc4d-67e845ef59b7.mp4","media/293acee9-23b9-4869-bc4d-67e845ef59b7.mp4","720x1280","5.06195","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:39:22.09295Z","OBS-2cfa2121","shared_account_completed_job_recovered_by_this_line","portrait","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-PERSONA-STUDIO-V1","Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears a tasteful fitted red knit top with full coverage. Medium close-up, slow handheld push-in from chest-up to face, eye-level camera with slight natural micro-movement. She looks directly into the lens, taps her temple once as if acknowledging she is an AI character, then gives a candid amused smile. Mainstream SFW, realistic with a subtly stylized digital-human finish, natural skin texture, no readable text, no logos, no nudity, no transparent fabric, no sexual action.","kling3_0_turbo","{""aspect_ratio"":""9:16"",""duration"":5,""height"":1280,""medias"":[],""prompt"":""Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears a tasteful fitted red knit top with full coverage. Medium close-up, slow handheld push-in from chest-up to face, eye-level camera with slight natural micro-movement. She looks directly into the lens, taps her temple once as if acknowledging she is an AI character, then gives a candid amused smile. Mainstream SFW, realistic with a subtly stylized digital-human finish, natural skin texture, no readable text, no logos, no nudity, no transparent fabric, no sexual action."",""resolution"":""720p"",""width"":720}","7.5","7.5","","","2cfa2121-67b7-4636-b487-9d3ae7944209","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183922_2cfa2121-67b7-4636-b487-9d3ae7944209.mp4","media/2cfa2121-67b7-4636-b487-9d3ae7944209.mp4","720x1280","5.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:39:28.532015Z","OBS-30de176a","shared_account_completed_job_recovered_by_this_line","portrait","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-PERSONA-STUDIO-V1","Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears a tasteful fitted red knit top with full coverage. Medium close-up, locked tripod, eye-level camera. She looks directly into the lens, taps her temple once as if acknowledging she is an AI character, then gives a candid amused smile. Mainstream SFW, intentionally stylized premium 3D digital-human aesthetic with a graphic chin-length cobalt bob and subtle iridescent catchlights, no readable text, no logos, no nudity, no transparent fabric, no sexual action.","kling3_0_turbo","{""aspect_ratio"":""9:16"",""duration"":5,""height"":1280,""medias"":[],""prompt"":""Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears a tasteful fitted red knit top with full coverage. Medium close-up, locked tripod, eye-level camera. She looks directly into the lens, taps her temple once as if acknowledging she is an AI character, then gives a candid amused smile. Mainstream SFW, intentionally stylized premium 3D digital-human aesthetic with a graphic chin-length cobalt bob and subtle iridescent catchlights, no readable text, no logos, no nudity, no transparent fabric, no sexual action."",""resolution"":""720p"",""width"":720}","7.5","7.5","","","30de176a-4fa3-4aac-8c42-217f4faab1c9","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183928_30de176a-4fa3-4aac-8c42-217f4faab1c9.mp4","media/30de176a-4fa3-4aac-8c42-217f4faab1c9.mp4","720x1280","5.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:37:09.580535Z","OBS-393322fe","shared_account_completed_job_recovered_by_this_line","action_or_object_motion","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","ARCHIVE-SAFE-V1","Rights-clean original with a fictional 29-year-old Korean man. Vertical 9:16, eight-second silent sequence. Camera viewpoint: intimate third-person at eye level throughout. Visual treatment: realistic editorial documentary, natural skin texture, cold blue evening light shifting to warm practical light. [0-2s HOOK] Macro close-up of his thumb endlessly scrolling a generic blank smartphone interface; blue light pulses across his tired face. [2-5s] The camera pulls back to reveal untouched running shoes and a closed laptop beside the sofa while he keeps scrolling. [5-8s] He stops, turns the phone face down, opens the laptop, and places the running shoes by the door with one calm decisive breath. Restrained acting, physically plausible motion, no readable text, no logos, no subtitles, no captions, no watermark.","kling3_0","{""aspect_ratio"":""9:16"",""cfg_scale"":0.5,""duration"":8,""enhance_prompt"":false,""height"":1280,""kling_element_ids"":[],""kling_elements"":[],""medias"":[],""mode"":""std"",""multi_prompt"":[],""multi_shot_mode"":""custom"",""multi_shots"":false,""prompt"":""Rights-clean original with a fictional 29-year-old Korean man. Vertical 9:16, eight-second silent sequence. Camera viewpoint: intimate third-person at eye level throughout. Visual treatment: realistic editorial documentary, natural skin texture, cold blue evening light shifting to warm practical light. [0-2s HOOK] Macro close-up of his thumb endlessly scrolling a generic blank smartphone interface; blue light pulses across his tired face. [2-5s] The camera pulls back to reveal untouched running shoes and a closed laptop beside the sofa while he keeps scrolling. [5-8s] He stops, turns the phone face down, opens the laptop, and places the running shoes by the door with one calm decisive breath. Restrained acting, physically plausible motion, no readable text, no logos, no subtitles, no captions, no watermark."",""reference_elements"":[],""sound"":""off"",""width"":720}","12","12","","","393322fe-80ec-4980-a623-41b1cff3dac1","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183709_393322fe-80ec-4980-a623-41b1cff3dac1.mp4","media/393322fe-80ec-4980-a623-41b1cff3dac1.mp4","720x1280","8.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:37:24.079532Z","OBS-3ffc67aa","shared_account_completed_job_recovered_by_this_line","action_or_object_motion","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","ARCHIVE-SAFE-V1","A vertical 9:16 editorial micro-documentary in a Korean grocery store. A fictional office worker in his early thirties receives a modest pay raise notification, smiles briefly, then compares a nearly empty shopping basket with a visibly longer receipt and becomes quietly concerned. Natural handheld camera, realistic fluorescent market lighting, restrained trustworthy economics-education tone, no readable text, no logos, no captions, no screens facing camera.","kling3_0","{""aspect_ratio"":""9:16"",""cfg_scale"":0.5,""duration"":8,""enhance_prompt"":false,""height"":1280,""kling_element_ids"":[],""kling_elements"":[],""medias"":[],""mode"":""std"",""multi_prompt"":[],""multi_shot_mode"":""custom"",""multi_shots"":false,""prompt"":""A vertical 9:16 editorial micro-documentary in a Korean grocery store. A fictional office worker in his early thirties receives a modest pay raise notification, smiles briefly, then compares a nearly empty shopping basket with a visibly longer receipt and becomes quietly concerned. Natural handheld camera, realistic fluorescent market lighting, restrained trustworthy economics-education tone, no readable text, no logos, no captions, no screens facing camera."",""reference_elements"":[],""sound"":""off"",""width"":720}","12","12","","","3ffc67aa-270a-4eb4-93c6-ffc115646354","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183724_3ffc67aa-270a-4eb4-93c6-ffc115646354.mp4","media/3ffc67aa-270a-4eb4-93c6-ffc115646354.mp4","720x1280","8.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:39:25.122663Z","OBS-448f6a14","shared_account_completed_job_recovered_by_this_line","portrait","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-PERSONA-STUDIO-V1","Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears a tasteful fitted red knit top with full coverage. Medium close-up, locked tripod, eye-level camera. In the first half-second she catches a small glowing translucent pixel heart tossed from off camera, looks directly into the lens, then opens her palm and the heart breaks into harmless digital particles as she gives a candid amused smile. Mainstream SFW, realistic with a subtly stylized digital-human finish, natural skin texture, no readable text, no logos, no nudity, no transparent fabric, no sexual action.","kling3_0_turbo","{""aspect_ratio"":""9:16"",""duration"":5,""height"":1280,""medias"":[],""prompt"":""Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears a tasteful fitted red knit top with full coverage. Medium close-up, locked tripod, eye-level camera. In the first half-second she catches a small glowing translucent pixel heart tossed from off camera, looks directly into the lens, then opens her palm and the heart breaks into harmless digital particles as she gives a candid amused smile. Mainstream SFW, realistic with a subtly stylized digital-human finish, natural skin texture, no readable text, no logos, no nudity, no transparent fabric, no sexual action."",""resolution"":""720p"",""width"":720}","7.5","7.5","","","448f6a14-0a98-4ed3-9dc7-52a77ee5efa8","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183925_448f6a14-0a98-4ed3-9dc7-52a77ee5efa8.mp4","media/448f6a14-0a98-4ed3-9dc7-52a77ee5efa8.mp4","720x1280","5.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:37:27.447298Z","OBS-5297b803","shared_account_completed_job_recovered_by_this_line","action_or_object_motion","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-VIDEO-BUTTON-V1","Vertical framing. Close insert of a single human hand reaching toward a large glossy red button on a dark panel, the fingertip stopping abruptly one centimeter short and hovering, tension held. No face visible, no text, no letters, no numbers anywhere.","kling3_0","{""aspect_ratio"":""9:16"",""cfg_scale"":0.5,""duration"":5,""enhance_prompt"":false,""height"":1920,""kling_element_ids"":[],""kling_elements"":[],""medias"":[],""mode"":""pro"",""multi_prompt"":[],""multi_shot_mode"":""custom"",""multi_shots"":false,""prompt"":""Vertical framing. Close insert of a single human hand reaching toward a large glossy red button on a dark panel, the fingertip stopping abruptly one centimeter short and hovering, tension held. No face visible, no text, no letters, no numbers anywhere."",""reference_elements"":[],""sound"":""off"",""width"":1080}","8.75","8.75","","","5297b803-2823-44cd-a74a-750e25f893e6","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183727_5297b803-2823-44cd-a74a-750e25f893e6.mp4","media/5297b803-2823-44cd-a74a-750e25f893e6.mp4","1080x1920","5.041667","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
"2026-08-13T18:38:58.456586Z","OBS-57b672ee","shared_account_completed_job_recovered_by_this_line","portrait","Same prompt and fixed output framing expose differences in motion coherence, prompt adherence, and artifact rate.","CTRL-PERSONA-STUDIO-V1","Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears an elegant fully covering black satin evening dress with a tasteful neckline. Medium close-up, locked tripod, eye-level camera. She looks directly into the lens, taps her temple once as if acknowledging she is an AI character, then gives a candid amused smile. Sensual adult editorial mood, confident eye contact, fully clothed, realistic with a subtly stylized digital-human finish, natural skin texture, no readable text, no logos, no nudity, no transparent fabric, no sexual action.","wan2_7","{""aspect_ratio"":""9:16"",""duration"":5,""height"":1344,""medias"":[],""prompt"":""Vertical 9:16 creator-style video. An unmistakably adult fictional Korean virtual influencer in her late twenties, with no resemblance to any real person, sits in a softly lit modern creator studio. She wears an elegant fully covering black satin evening dress with a tasteful neckline. Medium close-up, locked tripod, eye-level camera. She looks directly into the lens, taps her temple once as if acknowledging she is an AI character, then gives a candid amused smile. Sensual adult editorial mood, confident eye contact, fully clothed, realistic with a subtly stylized digital-human finish, natural skin texture, no readable text, no logos, no nudity, no transparent fabric, no sexual action."",""resolution"":""720p"",""width"":768}","7.5","7.5","","","57b672ee-bf3f-4244-96e4-6330f842b1fb","completed","","","not_exposed_by_CLI","https://d8j0ntlcm91z4.cloudfront.net/user_3EqxC7Y2r6lyY2vR25cT5zA8Leh/hf_20260813_183858_57b672ee-bf3f-4244-96e4-6330f842b1fb.mp4","media/57b672ee-bf3f-4244-96e4-6330f842b1fb.mp4","720x1280","5.038005","fictional_or_generic; no real likeness; no logos","required_on_publish","PENDING: prompt_adherence __/5; motion __/5; anatomy_or_geometry __/5; artifacts __/5; reuse_value __/5","AWAITING_HUMAN_REVIEW","Hold prompt fixed; compare one model or one parameter only."
